MESS_DATUM;FX;FM;RSK;RSKF;SDK;NM;VPM;PM;TMK;UPM;TXK;TNK;TGK
20001223;10.8;4.3;0.0;0;6.900;1.0;4.4;1005.90;1.5;65.00;5.5;-2.4;-4.0
20001224;9.8;2.6;1.0;8;0.100;7.0;5.4;996.10;3.2;69.00;6.3;0.0;-4.8
20001225;12.3;5.7;0.2;7;0.000;8.0;5.2;993.30;-0.1;84.00;2.1;-0.5;0.2
20001226;9.4;3.8;0.0;8;0.000;8.0;5.1;987.40;-0.1;85.00;0.5;-1.0;-1.1
20001227;5.1;2.3;2.2;8;0.000;8.0;6.1;984.70;1.4;90.00;2.5;-0.2;-0.3
20001228;11.1;5.0;0.6;8;0.700;5.3;5.6;990.50;1.1;84.00;3.3;-0.3;-0.3
20001229;9.5;4.7;2.2;7;2.300;5.0;5.4;993.00;0.3;88.00;2.8;-1.9;-4.1
20001230;11.1;5.3;0.9;8;0.000;7.7;6.0;997.10;1.3;91.00;2.1;0.0;-1.2
20001231;13.8;3.4;0.1;8;0.000;6.3;5.9;1010.00;1.2;89.00;2.8;-1.0;-2.7
20010101;19.3;9.8;3.8;6;0.000;7.0;6.4;994.00;3.6;81.00;5.0;0.3;-0.8
20010102;13.3;7.1;2.3;6;1.600;7.3;9.0;990.10;9.8;76.00;12.2;4.8;3.9
20010103;13.2;6.3;2.8;6;2.900;6.0;7.9;999.80;6.1;81.00;10.6;4.2;6.7
20010104;14.4;7.8;3.9;6;0.000;7.0;8.4;992.90;7.5;82.00;9.5;4.4;3.2
20010105;15.7;6.6;25.3;6;0.000;7.7;10.0;984.60;8.6;90.00;11.1;6.7;5.5
20010106;10.4;4.9;1.8;6;0.100;6.7;8.3;996.60;6.1;86.00;10.1;3.6;6.3
20010107;8.7;4.7;0.0;6;1.400;4.0;7.2;1005.10;5.0;80.00;8.2;2.7;1.5
20010108;8.5;4.1;1.7;6;4.400;5.3;7.1;1008.10;4.6;84.00;7.1;1.7;-1.1
20010109;6.5;2.9;0.4;6;0.100;6.0;7.4;1009.70;4.4;86.00;6.6;3.0;3.2
20010110;9.2;3.0;7.3;6;0.000;7.7;6.4;1007.10;2.2;90.00;4.2;-0.7;-2.2
20010111;9.9;4.6;0.0;6;0.700;5.0;5.8;1017.10;1.0;84.00;4.4;-1.1;2.0
20010112;7.8;1.8;0.0;0;6.600;0.7;5.0;1022.90;-0.1;81.00;5.4;-5.7;-7.5
20010113;8.3;3.4;0.0;0;7.600;0.7;4.1;1029.30;-1.0;73.00;2.9;-3.7;-5.9
20010114;9.4;3.5;0.0;0;7.100;0.7;4.4;1028.00;-1.5;80.00;1.8;-4.6;-7.2
20010115;6.4;2.4;0.0;0;7.700;0.0;3.7;1022.30;-2.6;73.00;2.6;-6.2;-8.7
20010116;9.2;2.0;0.0;0;7.400;0.7;3.1;1019.20;-3.3;66.00;3.2;-8.7;-10.5
20010117;6.8;1.9;0.1;7;3.000;2.7;3.5;1014.50;-4.4;77.00;0.5;-7.9;-10.4
20010118;10.3;4.2;0.0;8;0.200;7.3;5.8;1014.20;2.8;78.00;4.2;-6.9;-8.7
20010119;7.5;2.1;0.0;8;0.000;8.0;5.6;1016.90;1.8;79.00;3.6;0.7;-1.0
20010120;3.8;1.2;3.2;8;0.000;8.0;5.8;1019.30;0.6;89.00;2.7;-0.2;-2.2
20010121;13.9;4.7;7.9;8;4.200;7.3;5.2;1017.10;-0.3;87.00;1.4;-3.2;-8.2
20010122;14.3;6.3;5.1;6;0.000;8.0;8.3;1001.90;5.2;93.00;7.1;-0.4;-0.3
20010123;15.0;6.7;2.1;6;1.600;6.7;8.8;995.70;8.6;79.00;10.1;4.6;4.1
20010124;15.8;6.5;3.0;6;0.100;6.0;9.0;993.40;7.4;80.00;12.6;3.5;8.2
20010125;11.7;5.3;4.3;6;0.000;5.0;8.1;998.70;5.8;84.00;8.7;3.6;0.7
20010126;12.0;5.2;3.6;6;0.400;7.3;7.5;996.90;5.9;80.00;7.4;2.7;1.3
20010127;16.5;6.4;6.8;6;0.000;8.0;6.9;990.30;4.4;84.00;5.8;2.4;2.2
20010128;7.7;3.4;0.0;6;5.100;3.3;6.5;998.90;4.0;82.00;7.1;-1.1;-3.6
20010129;4.0;1.4;0.0;0;0.000;5.0;6.2;1012.00;1.8;86.00;5.0;-0.4;0.3
20010130;4.0;1.5;0.0;0;5.200;3.3;5.9;1017.80;1.6;85.00;6.1;-2.4;-4.2
20010131;5.5;1.6;0.0;0;1.600;5.7;5.2;1019.30;0.5;81.00;5.7;-1.6;-2.5
20010201;6.2;2.6;0.5;7;0.000;7.7;5.5;1022.60;-0.5;94.00;0.5;-2.3;-2.0
20010202;8.4;3.3;5.3;7;0.000;8.0;5.8;1012.80;0.2;94.00;1.1;-0.4;-0.4
20010203;7.6;3.2;7.3;8;0.000;7.3;7.0;999.40;3.1;96.00;5.5;-0.2;-0.3
20010204;11.3;4.9;12.1;6;0.000;8.0;8.6;996.50;7.4;87.00;10.0;4.2;2.2
20010205;15.8;8.0;1.3;6;0.200;7.3;9.9;991.50;9.7;83.00;10.7;7.9;6.8
20010206;16.1;7.3;4.6;6;0.000;6.7;10.3;996.80;12.3;72.00;14.2;9.9;8.2
20010207;10.2;4.7;2.9;6;0.500;7.7;10.6;997.90;10.4;84.00;12.3;8.8;7.9
20010208;16.8;6.1;1.6;6;2.400;7.0;8.9;992.40;11.2;66.00;13.9;9.0;8.9
20010209;11.3;3.4;0.0;0;2.700;4.3;5.9;1013.20;2.5;77.00;10.4;0.3;1.8
20010210;10.4;3.2;0.1;6;7.200;3.7;5.7;1026.80;4.2;73.00;8.1;-3.5;-5.9
20010211;12.1;6.4;0.0;0;0.100;7.3;8.9;1026.80;9.8;73.00;12.5;5.2;3.5
20010212;11.5;5.0;3.4;6;0.100;7.3;10.6;1017.80;10.9;80.00;14.4;8.9;7.7
20010213;12.9;4.2;0.0;0;1.100;4.3;7.3;1028.40;5.4;79.00;10.1;3.5;4.1
20010214;8.1;2.4;0.0;0;7.300;4.7;6.8;1028.90;4.6;79.00;9.2;0.0;-2.9
20010215;5.3;1.4;0.0;0;9.500;0.7;5.4;1026.10;5.0;67.00;14.1;-2.1;-3.2
20010216;9.0;3.2;3.7;6;7.600;3.0;7.3;1023.80;5.4;79.00;10.8;-0.5;-2.5
20010217;9.3;4.1;0.2;6;0.000;8.0;6.8;1032.90;4.1;83.00;5.2;2.9;2.8
20010218;5.7;2.3;0.0;0;0.000;8.0;6.6;1034.80;4.4;82.00;6.1;-1.1;-3.2
20010219;9.5;3.6;0.1;6;0.200;7.3;6.6;1030.10;3.9;82.00;6.1;2.4;0.4
20010220;10.1;4.4;0.0;6;0.300;6.3;7.2;1027.10;5.6;79.00;7.7;3.8;3.6
20010221;11.2;4.9;4.6;6;0.000;7.7;8.3;1019.20;5.5;92.00;7.2;3.6;2.5
20010222;13.5;5.3;2.2;6;0.100;5.3;6.9;1008.60;4.8;80.00;7.0;3.4;2.0
20010223;10.3;4.1;0.7;8;4.600;4.3;5.6;1000.00;2.5;76.00;6.2;0.5;1.8
20010224;9.4;3.1;0.1;7;7.400;2.7;3.9;1005.90;-2.4;74.00;1.4;-4.2;-2.0
20010225;10.9;4.5;0.8;7;6.600;5.0;4.6;1006.10;0.8;73.00;4.9;-4.6;-7.0
20010226;8.9;4.5;0.0;7;1.300;5.7;5.3;1001.00;1.0;80.00;3.9;0.2;0.2
20010227;11.7;5.8;0.0;0;6.300;6.3;4.2;991.90;3.4;58.00;5.6;-1.6;-2.9
20010228;9.2;3.8;0.0;8;0.000;6.7;5.0;989.90;4.0;61.00;6.0;1.7;-1.0
20010301;12.0;2.7;8.3;8;2.000;7.0;6.3;989.70;2.5;85.00;5.5;0.9;0.6
20010302;8.0;2.8;0.1;7;1.200;4.3;5.9;993.40;1.1;87.00;4.3;-0.1;0.1
20010303;10.2;4.4;0.2;7;0.000;7.7;4.8;992.10;0.5;77.00;1.5;-0.3;-0.6
20010304;8.1;2.6;1.5;8;0.000;8.0;6.1;992.40;2.1;87.00;3.6;0.2;-0.3
20010305;7.7;3.0;0.0;0;1.500;4.7;5.3;1015.40;1.8;75.00;4.6;0.5;0.8
20010306;11.3;4.5;0.0;0;10.300;1.3;5.0;1015.10;4.6;62.00;9.8;-2.6;-4.9
20010307;13.9;7.0;2.5;6;0.100;6.7;7.9;1005.70;7.3;76.00;9.9;3.9;1.1
20010308;10.6;4.6;1.8;6;0.000;6.7;9.9;996.90;9.6;85.00;11.4;6.1;4.0
20010309;14.2;5.2;4.4;6;0.000;7.3;10.1;997.90;10.3;80.00;12.2;7.0;3.6
20010310;10.0;4.7;4.3;6;0.000;7.7;11.0;997.90;10.9;84.00;12.3;8.6;6.9
20010311;10.0;4.8;1.8;6;0.100;6.3;11.9;1000.70;11.7;87.00;13.7;9.5;8.8
20010312;14.0;5.1;1.0;6;0.900;5.0;8.6;999.20;8.0;75.00;14.4;4.9;8.9
20010313;17.9;6.7;5.4;6;1.300;5.3;7.3;994.90;6.3;75.00;9.4;4.6;2.2
20010314;13.2;5.8;0.8;6;3.000;4.3;7.0;1002.90;5.0;79.00;10.4;3.2;1.7
20010315;6.4;2.3;0.7;6;2.700;6.7;8.1;1004.80;8.6;75.00;11.5;3.6;1.5
20010316;11.3;3.1;1.8;6;1.400;6.7;9.6;1004.50;8.9;83.00;12.2;7.8;6.6
20010317;10.0;3.1;4.7;6;0.000;8.0;8.7;995.70;7.2;85.00;10.3;5.5;5.0
20010318;13.7;4.4;9.7;6;0.100;7.7;9.9;992.40;9.0;86.00;10.4;5.2;3.4
20010319;17.3;7.2;0.7;8;1.700;5.7;5.4;1007.00;2.8;72.00;9.8;1.5;1.9
20010320;9.0;3.1;0.0;8;5.600;5.0;4.6;1009.70;2.7;65.00;6.0;-4.8;-6.0
20010321;7.9;3.6;7.5;8;0.100;8.0;7.4;995.50;4.9;88.00;8.1;0.8;0.2
20010322;8.4;2.9;0.2;6;0.000;8.0;8.8;995.40;6.0;90.00;10.0;4.0;4.9
20010323;19.5;5.8;9.8;6;0.400;7.0;10.3;996.20;9.7;85.00;14.1;4.7;4.6
20010324;9.7;3.1;10.6;6;0.300;7.7;9.4;995.50;7.4;87.00;10.8;5.9;7.7
20010325;12.1;6.0;0.2;6;0.000;7.7;6.3;993.50;2.7;84.00;5.9;2.2;2.9
20010326;6.4;2.9;0.0;0;0.000;8.0;5.6;1006.70;3.0;75.00;4.1;1.6;1.6
20010327;12.5;4.6;0.2;6;4.400;5.3;5.2;1008.20;3.7;65.00;7.2;2.1;1.6
20010328;14.7;7.3;11.8;6;6.400;5.3;7.8;997.50;7.3;75.00;12.3;2.4;1.5
20010329;16.0;5.5;7.4;8;1.700;6.7;8.7;992.90;7.2;82.00;11.3;5.0;4.1
20010330;8.9;2.5;0.0;6;0.900;7.0;8.0;1008.70;7.0;81.00;11.0;0.8;-0.9
20010331;11.9;4.9;0.0;6;4.400;4.3;8.3;1017.00;10.5;68.00;14.8;3.7;1.5
20010401;7.5;2.8;0.0;6;1.800;6.6;10.7;1018.26;12.8;72.54;18.0;8.6;6.0
20010402;9.9;4.6;0.3;6;11.800;3.2;9.2;1010.52;15.5;55.08;22.2;7.8;4.7
20010403;12.5;5.5;0.0;6;2.900;6.0;9.9;1009.10;13.3;64.83;15.7;10.4;7.5
20010404;20.9;6.4;3.3;6;1.500;6.1;8.9;1001.50;10.1;72.00;13.8;4.4;2.2
20010405;17.1;7.0;4.5;6;5.100;5.1;7.4;1007.40;7.6;72.00;12.0;3.1;1.1
20010406;13.4;6.8;11.2;6;0.200;7.6;10.5;999.60;11.2;79.00;13.6;8.2;7.0
20010407;17.3;5.0;2.1;6;5.700;6.0;8.7;997.40;10.1;72.00;13.7;7.3;6.5
20010408;11.1;3.4;0.0;8;2.400;6.3;8.4;1009.50;8.5;76.00;12.6;3.5;1.5
20010409;10.0;4.6;0.0;6;0.000;7.4;8.3;1011.30;8.1;76.00;11.0;3.6;1.5
20010410;11.5;3.9;7.2;6;1.300;7.0;10.0;1004.50;9.3;86.00;11.1;7.5;6.8
20010411;9.2;2.9;0.0;6;0.000;6.3;9.0;1014.70;8.3;82.00;11.7;5.0;1.6
20010412;14.3;4.8;0.0;6;3.400;4.5;6.3;1021.90;5.7;69.00;10.1;1.7;-0.6
20010413;12.4;4.3;0.0;7;4.100;3.8;4.8;1022.90;3.3;63.00;8.2;-1.6;-4.1
20010414;9.8;2.9;14.5;8;6.400;4.6;4.6;1020.30;1.4;70.00;6.1;-3.8;-6.0
20010415;14.4;5.2;6.8;8;0.300;7.4;8.7;1001.40;6.8;87.00;10.5;1.1;0.1
20010416;8.8;4.6;0.3;6;0.900;7.3;7.7;1007.50;6.8;79.00;10.3;4.9;4.3
20010417;9.1;3.7;0.4;6;0.100;7.5;7.0;1011.40;6.3;74.00;8.1;4.4;4.2
20010418;14.7;5.7;5.0;8;2.600;5.6;6.8;1000.00;4.9;78.00;8.4;0.3;-1.8
20010419;11.7;4.5;5.8;8;4.600;5.0;6.5;1002.20;3.3;84.00;7.3;-0.1;-1.6
20010420;8.2;2.7;0.0;6;4.700;5.3;6.3;1003.50;4.0;79.00;9.1;0.7;-1.0
20010421;10.5;3.6;0.0;6;5.500;3.7;6.5;1005.70;5.2;75.00;11.4;-0.7;-2.6
20010422;6.0;1.9;0.0;0;7.200;2.8;5.8;1002.50;6.6;63.00;12.6;-0.1;-2.6
20010423;8.1;1.6;0.0;0;1.700;6.5;6.7;999.80;8.3;64.00;14.1;1.4;0.0
20010424;15.2;4.7;4.9;6;7.300;5.2;8.1;1003.30;11.3;63.00;16.7;3.1;0.3
20010425;15.3;4.7;4.0;6;1.000;7.0;10.7;1003.90;11.0;82.00;15.0;8.3;6.7
20010426;14.9;5.3;9.2;6;2.300;5.6;9.4;1009.30;9.9;77.00;13.9;7.0;3.9
20010427;7.2;3.2;8.6;6;0.100;7.4;10.3;1009.70;9.4;87.00;11.2;7.4;5.9
20010428;13.5;5.6;1.8;6;3.000;6.0;10.2;1004.00;11.4;77.00;15.3;8.0;5.4
20010429;10.7;3.7;4.9;6;5.000;6.3;10.8;1003.60;12.7;74.00;17.1;8.3;7.3
20010430;5.9;2.6;0.0;6;6.300;5.5;12.8;1005.40;15.4;74.00;21.8;11.0;9.6
20010501;11.1;5.0;0.0;6;6.200;5.0;13.7;1011.30;16.1;74.00;21.8;12.3;11.6
20010502;11.4;5.1;0.0;0;12.700;5.2;10.8;1011.20;16.8;59.00;23.0;11.0;9.7
20010503;9.9;3.5;0.3;6;8.900;4.4;14.1;999.70;17.2;72.00;24.1;10.5;9.0
20010504;9.6;3.7;0.2;6;0.000;7.5;10.6;1004.20;10.5;83.00;13.5;8.1;8.1
20010505;13.2;5.9;0.0;0;1.800;5.8;7.4;1010.70;8.9;66.00;13.4;4.3;2.1
20010506;12.3;4.0;4.5;6;4.500;5.9;8.7;1015.10;9.1;76.00;14.6;3.5;1.6
20010507;12.4;4.5;0.0;0;9.400;4.4;8.4;1018.70;12.2;61.00;16.6;8.4;6.9
20010508;7.7;3.4;0.0;0;3.400;5.2;10.0;1020.20;12.7;68.00;18.6;8.4;7.7
20010509;11.1;2.8;0.3;6;8.700;1.6;13.1;1015.70;16.9;69.00;24.3;9.2;7.5
20010510;11.0;3.1;0.0;0;14.200;0.8;10.8;1014.20;18.0;57.00;25.5;8.8;5.9
20010511;9.5;2.5;0.0;0;14.000;1.8;9.6;1015.30;18.3;52.00;25.9;8.5;5.8
20010512;7.8;2.3;0.0;0;14.400;3.1;10.8;1014.20;18.0;56.00;24.7;9.9;7.5
20010513;10.2;3.6;0.0;0;13.800;3.3;9.3;1007.00;18.8;45.00;25.0;11.8;7.4
20010514;10.8;3.0;2.1;6;4.400;6.9;13.9;1001.50;17.0;73.00;23.0;12.2;11.9
20010515;11.3;3.7;1.5;6;8.900;5.8;11.3;1001.50;15.2;67.00;19.6;11.0;9.8
20010516;16.6;5.6;7.0;6;6.100;4.7;12.5;1001.00;14.5;76.00;19.2;11.7;10.0
20010517;16.8;6.4;0.6;6;6.500;4.3;10.3;1002.90;14.2;63.00;19.0;7.9;4.9
20010518;10.1;5.1;3.0;6;0.200;6.6;10.5;1011.10;10.4;83.00;13.1;7.8;5.5
20010519;8.1;3.1;0.0;0;3.800;4.8;10.5;1018.60;12.7;73.00;18.0;6.9;3.8
20010520;7.5;2.0;0.0;0;12.300;1.5;9.9;1020.70;12.5;70.00;19.8;4.4;2.0
20010521;10.2;4.2;0.0;0;12.700;3.1;9.7;1019.20;12.4;70.00;18.4;7.1;4.4
20010522;12.2;4.0;0.0;0;13.400;2.3;9.3;1017.70;13.3;63.00;19.4;6.8;4.8
20010523;8.1;2.7;0.0;0;15.000;0.4;9.6;1017.80;16.9;53.00;23.5;8.7;5.7
20010524;7.8;2.8;0.0;0;14.900;0.6;10.7;1015.90;18.3;55.00;25.9;9.3;6.5
20010525;8.2;3.4;0.0;0;13.000;2.0;9.5;1015.70;16.8;55.00;23.8;10.1;6.3
20010526;7.3;1.9;0.0;0;9.700;4.4;9.9;1014.70;18.1;53.00;26.2;8.0;5.4
20010527;9.6;3.4;0.0;6;1.700;6.4;14.1;1016.70;18.0;69.00;21.1;13.2;10.4
20010528;10.8;4.7;0.0;6;0.800;6.3;15.4;1016.00;19.5;68.00;24.1;15.3;13.7
20010529;14.1;5.2;0.0;0;11.700;5.5;11.4;1014.80;19.2;53.00;24.0;10.4;7.8
20010530;6.5;1.8;0.0;0;8.700;4.4;11.2;1012.50;16.9;61.00;23.0;8.8;6.7
20010531;16.0;4.9;0.0;6;8.800;4.0;10.9;1009.90;15.5;63.00;20.3;10.5;9.0
20010601;11.6;4.3;4.2;6;5.700;5.2;9.7;1014.20;13.7;64.00;19.3;8.7;7.2
20010602;13.7;5.6;15.1;6;0.500;7.3;12.5;1003.90;11.8;90.00;15.0;7.4;7.0
20010603;14.6;5.9;3.0;6;2.200;6.8;9.1;1011.70;9.3;78.00;13.5;6.7;5.9
20010604;9.1;3.7;0.0;6;0.400;7.0;9.9;1018.70;11.7;72.00;16.1;7.8;7.1
20010605;8.3;2.7;1.0;6;6.300;5.9;10.7;1014.20;16.1;61.00;22.0;11.3;10.6
20010606;12.5;3.4;4.6;6;5.500;6.2;13.0;1007.00;16.7;70.00;21.8;12.5;11.2
20010607;17.7;5.0;9.1;6;0.600;7.2;12.0;1006.80;13.2;79.00;16.8;10.6;10.1
20010608;11.5;3.3;0.0;6;3.500;7.0;10.4;1007.40;13.1;70.00;16.5;8.8;6.1
20010609;8.0;1.5;0.0;0;10.300;4.9;8.3;1009.60;12.4;60.00;18.0;4.7;3.0
20010610;9.4;2.1;0.8;6;6.300;5.9;9.3;1008.30;13.8;61.00;20.1;9.3;7.8
20010611;11.8;3.5;0.0;0;5.900;5.8;9.7;1014.20;13.7;64.00;18.9;9.7;7.6
20010612;7.9;2.9;0.0;0;3.800;4.7;9.8;1014.50;14.2;62.00;18.7;8.9;6.0
20010613;6.5;2.0;0.0;0;6.900;5.4;11.4;1010.60;15.8;65.00;22.1;8.3;7.1
20010614;5.3;1.7;0.0;0;10.700;3.4;11.0;1009.90;17.1;60.00;23.4;9.8;7.8
20010615;13.7;4.3;0.1;6;4.200;6.4;12.6;1005.60;18.6;62.00;24.9;12.5;10.2
20010616;12.5;3.6;0.4;6;7.100;4.5;13.4;1003.00;17.1;70.00;23.6;11.9;9.1
20010617;9.2;3.3;11.0;6;1.800;6.7;14.6;1003.90;15.5;83.00;18.5;13.8;13.3
20010618;11.8;5.2;3.8;6;0.300;7.2;13.3;1016.10;14.3;81.00;18.0;11.4;10.0
20010619;7.0;2.1;0.0;0;7.800;3.4;9.7;1022.40;13.5;65.00;19.5;7.7;6.5
20010620;9.9;3.4;0.0;0;12.800;3.0;10.3;1015.70;16.8;57.00;23.5;9.0;7.1
20010621;11.8;4.1;0.0;0;8.600;3.9;11.5;1009.20;17.0;61.00;22.3;12.1;10.7
20010622;11.8;4.3;0.0;6;1.500;5.3;11.2;1010.40;13.7;72.00;18.2;8.3;6.1
20010623;5.9;1.4;0.0;0;12.900;2.0;10.6;1014.50;15.4;64.00;22.2;7.1;4.8
20010624;5.8;1.5;0.0;0;13.200;1.3;11.9;1016.50;18.8;58.00;26.4;9.4;7.0
20010625;9.3;2.7;0.0;0;14.400;2.7;11.7;1018.30;20.6;53.00;26.8;13.0;11.7
20010626;8.0;2.7;0.0;0;15.100;2.9;12.6;1013.60;22.3;52.00;30.6;11.5;8.7
20010627;8.7;3.3;4.9;6;2.600;6.6;16.3;1007.90;22.2;62.00;28.0;16.7;14.9
20010628;8.2;3.4;0.0;0;7.500;5.2;14.7;1013.10;19.8;65.00;25.1;16.1;14.7
20010629;7.5;2.8;0.0;0;9.100;4.3;15.0;1017.20;20.7;63.00;24.9;14.8;12.0
20010630;11.9;3.1;24.2;6;4.400;5.9;16.8;1015.30;19.2;76.00;25.8;13.5;11.7
20010701;10.4;3.7;0.0;0;9.400;2.8;14.1;1020.70;18.5;69.00;24.4;12.7;10.8
20010702;5.7;1.8;0.0;0;4.600;4.4;14.8;1023.00;17.9;73.00;22.4;11.8;10.4
20010703;7.4;2.6;0.0;0;14.500;1.1;14.1;1015.60;20.3;62.00;26.1;11.6;9.8
20010704;11.7;4.6;0.0;0;15.400;0.6;11.6;1008.20;22.3;45.00;28.2;14.6;11.9
20010705;10.8;3.9;0.0;0;13.000;2.4;13.0;1007.30;24.7;45.00;30.6;17.6;15.1
20010706;11.1;3.3;0.4;6;9.600;5.8;14.4;1004.10;25.0;48.00;30.7;19.3;17.0
20010707;16.3;6.2;0.1;6;3.600;6.3;17.6;1000.70;21.3;70.00;26.4;17.0;16.4
20010708;13.5;6.2;15.6;6;0.000;7.9;16.7;1005.10;17.1;86.00;18.1;15.7;15.5
20010709;9.4;3.9;0.0;0;2.200;6.7;15.1;1009.70;17.4;77.00;21.9;14.1;13.2
20010710;15.2;5.4;2.1;6;4.800;6.3;14.0;1005.30;19.9;63.00;26.7;14.5;12.4
20010711;24.7;8.3;1.1;6;9.400;3.6;11.8;1005.80;16.8;63.00;20.9;14.1;12.8
20010712;12.4;6.5;0.1;6;5.500;4.9;11.2;1007.00;16.1;62.00;20.7;12.4;11.0
20010713;15.4;5.9;0.6;6;5.500;5.7;11.4;1004.90;16.4;63.00;20.9;11.5;10.1
20010714;16.1;3.0;17.6;6;0.300;7.6;16.3;1001.50;16.0;90.00;18.9;13.1;12.5
20010715;6.5;2.8;0.0;0;5.600;6.4;12.5;1010.00;15.8;72.00;20.6;11.3;9.3
20010716;5.8;2.1;12.2;6;3.100;6.8;13.5;1011.10;15.2;79.00;19.5;12.4;11.2
20010717;11.9;3.9;6.4;6;5.300;6.2;12.7;1004.50;18.0;63.00;22.6;13.6;13.1
20010718;14.4;6.5;1.5;6;5.400;6.0;13.3;995.90;17.9;66.00;22.3;14.8;13.8
20010719;14.5;6.3;3.1;6;2.700;6.2;14.4;997.20;16.7;76.00;21.0;13.9;13.0
20010720;11.8;4.6;5.5;6;1.000;5.4;14.7;1007.30;14.9;87.00;18.4;10.6;8.3
20010721;12.3;4.1;0.3;6;3.300;5.4;14.0;1014.40;16.4;75.00;21.2;9.3;7.3
20010722;7.3;3.1;0.0;6;3.000;5.8;16.8;1013.60;21.3;67.00;26.2;17.4;15.8
20010723;8.2;2.7;0.0;0;8.000;5.8;18.9;1012.20;21.1;76.00;26.3;15.6;14.0
20010724;6.6;2.0;0.0;0;10.000;3.7;17.3;1012.00;21.0;72.00;27.6;15.8;13.2
20010725;6.0;1.9;0.0;0;11.700;1.5;16.7;1013.40;21.4;69.00;28.1;14.6;12.2
20010726;6.6;2.0;0.0;0;11.600;3.9;14.8;1012.60;21.8;61.00;28.4;13.9;12.6
20010727;4.8;1.4;0.0;6;9.300;3.1;15.0;1011.40;24.2;54.00;31.8;14.6;13.3
20010728;8.2;3.2;0.0;0;12.000;2.7;19.1;1014.00;24.2;65.00;30.0;18.9;16.4
20010729;6.9;2.0;0.0;0;8.700;3.1;14.7;1017.90;21.4;62.00;28.4;16.4;14.1
20010730;9.9;3.4;0.0;0;11.400;1.7;17.2;1017.90;23.6;61.00;30.1;16.1;14.4
20010731;12.1;4.3;0.0;0;7.200;4.0;18.9;1016.70;22.8;68.00;28.9;15.9;14.4
20010801;7.0;2.1;0.0;0;7.600;3.8;13.8;1019.20;18.7;66.00;24.5;14.3;11.9
20010802;16.8;3.0;2.5;6;8.100;5.5;15.3;1008.20;22.1;61.00;29.7;12.5;11.2
20010803;11.6;4.3;0.0;6;1.600;5.5;18.3;1005.60;20.4;77.00;23.3;16.7;14.8
20010804;11.3;4.0;2.9;6;3.200;5.8;15.0;1011.00;17.6;75.00;22.5;15.0;13.2
20010805;17.7;5.2;6.4;6;4.300;5.0;13.7;1011.20;16.7;73.00;21.6;12.3;10.2
20010806;11.9;4.1;3.6;6;0.600;7.0;16.9;1007.80;17.4;85.00;21.4;13.0;12.4
20010807;13.0;6.6;11.0;6;3.500;6.8;16.5;1003.80;18.9;76.00;22.7;16.7;15.7
20010808;17.0;7.6;2.7;6;4.800;5.7;14.9;1001.20;17.4;76.00;21.2;13.9;13.0
20010809;11.5;4.6;4.5;6;3.600;5.7;14.2;1008.10;16.5;76.00;22.1;13.3;12.0
20010810;12.5;3.9;0.5;6;2.300;5.8;12.7;1016.10;14.8;77.00;20.3;11.9;10.4
20010811;9.4;3.5;0.0;0;8.500;4.7;12.4;1021.20;16.2;70.00;22.0;10.0;8.2
20010812;13.2;5.5;0.0;6;2.800;6.8;12.9;1014.70;19.8;56.00;23.4;15.5;13.5
20010813;9.1;4.2;0.0;0;0.200;6.2;17.3;1009.80;20.0;74.00;23.1;17.8;14.9
20010814;5.9;2.3;0.0;0;13.300;0.3;18.0;1010.80;23.3;67.00;30.7;16.5;13.7
20010815;9.3;2.6;0.5;6;12.700;1.1;18.0;1009.10;26.2;57.00;34.9;17.3;14.9
20010816;14.3;4.8;1.7;6;2.800;4.7;18.2;1010.50;21.3;72.00;25.7;14.6;10.7
20010817;5.3;2.2;2.8;6;12.100;3.0;13.0;1014.20;19.2;62.00;25.3;12.0;9.9
20010818;17.1;3.1;0.7;6;5.900;4.7;17.9;1007.70;21.1;72.00;28.1;15.7;14.5
20010819;13.6;5.1;0.0;0;5.500;5.3;16.0;1004.60;21.7;63.00;25.8;17.1;14.0
20010820;7.5;3.0;0.0;0;3.600;6.4;15.6;1009.80;20.3;66.00;24.1;16.6;13.8
20010821;6.3;2.0;0.0;0;8.900;3.4;16.0;1015.00;21.3;66.00;27.1;15.3;13.2
20010822;10.1;3.1;0.0;0;9.600;2.8;15.8;1016.70;23.5;56.00;29.7;19.1;16.6
20010823;6.7;2.2;0.0;0;9.700;3.3;16.9;1014.70;23.6;60.00;29.1;17.2;14.2
20010824;6.5;2.0;0.0;0;11.200;1.8;17.8;1012.30;25.0;59.00;32.3;19.5;16.3
20010825;4.6;1.4;0.0;0;11.800;0.4;17.1;1012.20;25.1;56.00;33.4;17.3;15.2
20010826;10.6;2.8;1.8;6;10.500;2.8;16.7;1011.10;26.6;52.00;35.1;19.0;14.9
20010827;11.2;4.6;1.2;6;6.300;5.5;14.7;1013.60;19.5;65.00;23.2;12.9;8.4
20010828;7.5;2.4;0.0;0;9.200;2.3;11.5;1015.40;15.4;68.00;22.3;8.9;6.2
20010829;8.0;2.8;0.0;0;12.200;3.3;11.2;1010.90;16.0;65.00;23.0;7.7;5.4
20010830;10.2;3.0;0.1;6;3.100;6.0;12.3;1004.50;16.1;69.00;21.4;10.0;7.3
20010831;8.6;3.2;1.8;6;2.600;5.3;14.5;1004.80;16.1;80.00;21.5;11.7;9.3
