MESS_DATUM;FX;FM;RSK;RSKF;SDK;NM;VPM;PM;TMK;UPM;TXK;TNK;TGK
20000414;9.8;4.4;4.7;6;6.300;6.0;8.2;995.10;9.5;70.00;13.1;3.9;1.9
20000415;14.5;5.8;1.6;6;2.300;7.3;8.1;991.40;10.2;66.00;14.6;6.3;5.6
20000416;13.7;5.5;0.7;6;7.500;5.3;7.9;995.10;11.6;62.00;15.7;5.7;4.8
20000417;16.9;7.1;0.6;6;4.200;6.0;8.9;997.20;11.8;65.00;15.7;9.7;7.4
20000418;11.1;4.5;0.0;0;3.800;7.0;8.5;1004.20;11.9;61.00;15.5;7.8;5.5
20000419;8.5;3.3;0.0;0;5.800;4.7;9.0;1006.10;12.6;62.00;18.8;8.4;6.2
20000420;10.4;4.0;0.0;0;11.200;3.0;7.6;1009.20;14.6;49.00;20.6;8.0;4.3
20000421;11.1;4.1;0.0;0;10.000;6.0;9.8;1010.50;14.9;56.00;20.5;11.2;7.4
20000422;10.2;2.8;8.3;6;1.500;7.0;12.3;1005.90;15.4;70.00;22.7;7.6;5.1
20000423;9.9;2.0;10.4;6;1.000;7.3;14.4;1004.30;13.6;91.00;17.5;12.3;9.6
20000424;7.6;2.4;0.0;0;3.000;4.3;10.2;1008.70;10.9;77.00;16.0;9.2;9.0
20000425;11.8;4.5;0.0;0;13.400;3.7;9.5;1007.00;15.2;57.00;20.0;7.3;4.0
20000426;14.1;5.2;0.0;0;11.000;2.7;12.2;1004.00;17.5;61.00;24.6;11.6;7.8
20000427;9.7;2.4;0.0;0;6.200;6.3;14.9;1003.90;19.0;67.00;25.7;11.1;8.1
20000428;5.9;1.5;3.0;6;5.300;5.7;15.0;1000.90;17.8;76.00;23.7;10.4;7.9
20000429;6.8;2.6;0.8;6;0.000;8.0;14.1;1011.60;13.4;92.00;17.8;13.0;12.7
20000430;5.0;1.9;0.0;0;0.000;8.0;13.8;1016.20;13.6;87.00;17.0;12.3;12.2
20000501;6.9;3.1;0.0;0;0.100;8.0;14.8;1016.20;15.1;86.00;17.7;10.4;7.8
20000502;8.1;3.8;11.4;6;0.000;7.7;13.8;1016.00;13.4;90.00;15.5;10.9;11.3
20000503;6.6;3.1;0.0;6;0.000;8.0;14.3;1013.90;13.4;94.00;14.5;11.5;11.6
20000504;7.7;3.1;0.0;0;8.500;4.0;14.2;1012.70;16.4;75.00;24.3;12.1;11.2
20000505;8.9;2.6;0.0;0;11.800;3.7;12.7;1009.90;18.5;61.00;25.0;9.1;6.2
20000506;9.3;2.5;0.0;0;11.400;1.3;12.1;1008.60;19.2;55.00;26.2;10.4;8.5
20000507;8.5;1.8;0.0;6;7.400;3.0;15.5;1010.10;18.0;73.00;24.7;10.6;7.3
20000508;11.9;1.7;0.0;6;8.600;4.7;15.6;1012.60;19.6;67.00;27.8;11.4;8.9
20000509;7.3;1.3;0.0;0;11.700;2.3;15.9;1012.80;19.4;71.00;27.6;11.8;9.5
20000510;16.3;2.2;6.3;6;10.900;4.7;15.0;1011.70;20.6;62.00;28.6;12.0;9.5
20000511;9.7;4.5;0.0;0;11.600;4.3;13.1;1012.00;20.1;55.00;26.2;14.2;12.7
20000512;11.6;3.3;0.0;0;9.800;3.7;12.9;1014.10;20.4;54.00;26.2;13.9;12.0
20000513;5.3;1.8;0.0;0;14.100;1.3;9.6;1016.80;18.8;45.00;26.9;10.5;7.6
20000514;10.2;2.5;0.0;0;14.500;0.3;11.3;1017.90;20.5;48.00;28.9;13.3;8.6
20000515;9.3;2.9;0.0;0;14.200;3.3;8.8;1014.10;22.4;35.00;28.3;13.4;7.8
20000516;20.0;3.7;9.0;6;12.300;3.0;14.2;1008.70;20.9;57.00;28.8;17.3;12.8
20000517;13.2;4.5;3.0;6;3.900;7.0;12.6;1007.20;15.6;68.00;19.6;13.7;14.2
20000518;18.2;4.8;16.5;6;3.300;7.0;10.8;1003.30;10.6;82.00;15.4;8.5;9.3
20000519;15.7;4.6;8.0;6;1.700;7.0;10.7;1003.00;9.2;89.00;15.0;7.4;7.5
20000520;9.5;3.1;1.3;6;4.200;4.7;10.1;1007.20;10.5;78.00;17.0;7.6;7.5
20000521;9.4;3.2;7.7;6;0.700;7.3;10.7;1002.50;9.9;86.00;13.6;4.3;3.0
20000522;8.0;3.4;0.6;6;0.400;7.3;11.7;1010.80;11.8;84.00;15.5;9.0;8.5
20000523;10.0;4.2;4.3;6;6.000;6.7;11.9;1013.10;16.0;67.00;19.1;8.7;6.7
20000524;9.4;3.8;8.6;6;0.300;7.3;15.0;1009.10;15.0;87.00;18.4;13.3;12.5
20000525;17.4;5.5;2.3;6;3.000;5.0;11.5;1006.70;14.2;68.00;17.2;12.7;12.9
20000526;11.9;4.6;0.0;6;6.500;5.7;9.0;1007.80;17.0;51.00;20.5;7.1;5.1
20000527;17.3;7.6;1.8;6;5.300;6.0;8.8;1007.00;13.0;58.00;19.1;11.7;11.4
20000528;28.4;8.2;4.8;6;5.300;6.3;9.8;999.40;10.4;75.00;16.2;8.1;8.9
20000529;14.7;5.2;0.8;6;5.400;4.3;9.3;1008.50;10.4;72.00;15.9;7.3;6.1
20000530;9.7;2.7;0.6;6;4.100;7.3;9.4;1009.30;11.6;70.00;16.1;5.9;2.8
20000531;6.1;1.8;0.0;0;9.800;4.7;10.1;1014.80;13.8;64.00;19.8;8.9;8.2
20000601;10.6;4.5;0.0;0;4.300;4.7;13.8;1015.10;17.8;68.00;23.2;10.2;8.1
20000602;8.4;2.7;0.0;0;13.300;2.0;15.4;1013.60;19.4;68.00;26.8;10.9;7.0
20000603;12.4;2.1;15.8;6;8.500;5.7;18.6;1012.50;20.8;75.00;28.9;12.3;10.6
20000604;9.1;3.1;0.0;6;4.400;6.0;17.6;1012.30;18.7;80.00;23.1;16.2;14.1
20000605;10.0;3.6;22.8;6;0.400;8.0;15.1;1010.30;14.8;84.00;20.7;11.7;14.5
20000606;13.3;4.1;1.5;6;1.600;7.0;12.4;1014.10;13.6;79.00;19.1;11.4;11.4
20000607;12.1;4.5;0.0;6;6.500;4.0;11.3;1018.00;13.4;73.00;19.4;11.2;10.3
20000608;9.3;2.9;0.0;0;15.300;1.3;10.6;1014.20;17.4;56.00;23.4;6.0;4.8
20000609;13.3;5.6;3.2;6;14.800;2.0;15.1;1006.90;25.2;48.00;31.0;13.3;11.0
20000610;7.2;2.5;0.0;6;1.500;7.0;17.8;1010.50;19.0;80.00;25.1;17.4;16.9
20000611;8.4;2.9;0.0;0;8.100;6.7;12.7;1013.60;18.2;62.00;23.4;14.2;12.6
20000612;8.6;3.6;0.0;0;14.200;4.0;13.5;1021.10;18.4;65.00;23.6;11.6;10.4
20000613;11.7;3.6;0.0;0;14.200;2.0;15.2;1019.50;20.6;63.00;28.0;15.0;12.7
20000614;8.6;3.4;0.2;6;1.900;7.0;17.0;1018.40;19.4;76.00;22.1;13.7;11.4
20000615;10.6;4.4;0.8;6;3.300;6.0;13.6;1019.20;14.7;77.00;20.0;12.8;15.4
20000616;8.3;2.8;0.0;0;10.000;4.0;9.7;1023.70;13.2;63.00;20.0;6.6;4.5
20000617;5.3;1.6;0.0;0;15.400;1.7;9.0;1025.10;15.4;53.00;23.2;5.3;2.8
20000618;8.9;2.7;0.0;0;14.800;1.7;10.4;1020.60;22.2;41.00;31.2;11.4;9.0
20000619;10.5;3.7;0.0;0;15.300;0.7;13.7;1013.70;26.3;41.00;33.7;16.1;12.0
20000620;10.5;4.5;0.0;0;14.600;0.7;14.0;1008.60;28.6;38.00;33.8;20.1;16.9
20000621;13.2;3.6;9.8;6;6.900;4.7;18.2;1008.90;22.6;65.00;28.4;18.7;16.8
20000622;13.8;5.0;0.0;6;6.900;6.3;12.2;1010.60;19.1;55.00;22.5;15.8;15.4
20000623;13.9;5.7;6.4;6;1.500;6.7;13.2;1011.80;16.6;70.00;19.9;14.4;13.7
20000624;14.7;4.9;2.6;6;1.600;7.3;12.7;1010.70;12.3;88.00;16.7;11.4;11.4
20000625;13.0;3.8;5.0;6;1.800;6.7;11.9;1013.80;12.8;81.00;15.9;11.5;11.3
20000626;11.0;4.5;0.0;0;5.300;5.0;9.8;1018.80;13.0;64.00;17.9;10.6;10.0
20000627;8.0;2.5;0.0;0;10.900;2.7;9.5;1018.00;13.1;62.00;19.8;5.3;2.9
20000628;7.7;2.5;0.0;0;7.200;4.3;9.8;1015.00;12.8;64.00;19.2;5.8;3.9
20000629;9.8;3.1;0.0;0;7.100;5.3;9.9;1014.50;14.0;63.00;20.4;5.6;3.5
20000630;5.5;1.5;0.0;0;3.500;5.3;12.3;1010.30;15.6;70.00;20.5;12.1;12.1
20000701;7.2;1.8;8.0;6;2.500;5.7;16.6;1005.30;16.8;85.00;22.3;12.1;10.6
20000702;12.0;2.4;27.3;6;8.300;6.0;18.6;1005.20;20.3;78.00;27.0;13.4;11.3
20000703;6.6;2.5;0.2;6;2.100;5.3;18.5;1004.50;18.7;85.00;21.6;16.3;14.7
20000704;15.9;2.7;10.0;6;3.500;6.3;16.8;1000.80;18.1;79.00;24.0;13.6;11.1
20000705;13.4;4.8;0.2;6;3.400;7.0;15.0;1008.50;16.7;78.00;21.7;14.3;13.8
20000706;6.2;2.4;0.0;6;2.000;6.7;14.7;1014.30;17.8;72.00;21.5;14.6;13.8
20000707;10.6;4.7;0.3;6;0.000;7.7;13.1;1008.50;14.8;77.00;17.3;14.0;13.3
20000708;9.5;3.8;0.6;6;1.500;6.7;11.8;1010.50;12.6;81.00;15.8;9.0;7.5
20000709;13.0;5.4;6.1;6;0.000;7.7;13.9;996.70;13.8;88.00;15.6;12.0;11.7
20000710;17.4;7.0;7.4;6;2.500;6.0;12.4;988.20;15.1;71.00;19.3;13.6;12.9
20000711;13.0;5.2;7.7;6;0.900;8.0;13.7;995.20;12.8;91.00;17.6;12.2;11.0
20000712;12.1;4.9;0.1;6;5.800;5.3;10.9;1009.20;13.0;73.00;17.0;9.4;8.4
20000713;9.2;4.0;2.5;6;0.000;7.3;14.2;1005.50;14.4;86.00;17.2;9.2;6.8
20000714;12.0;4.2;10.7;6;2.600;7.0;13.0;1001.20;13.5;81.00;18.1;11.4;12.7
20000715;9.7;3.8;2.1;6;2.200;6.0;12.1;1004.60;13.1;81.00;16.7;10.8;10.4
20000716;10.3;2.9;16.9;6;1.400;7.0;14.1;1009.30;14.2;87.00;17.8;10.9;10.1
20000717;8.4;3.0;0.0;6;0.100;8.0;13.0;1014.00;14.3;79.00;16.6;12.1;11.6
20000718;9.5;3.7;1.5;6;6.100;6.0;12.1;1014.00;14.0;74.00;20.3;12.1;12.0
20000719;10.5;3.5;0.4;6;1.500;6.3;14.6;1014.70;15.4;83.00;19.6;12.4;11.9
20000720;9.1;2.5;0.0;0;8.700;3.7;13.6;1016.00;17.7;67.00;23.5;11.4;10.0
20000721;9.6;4.0;0.0;0;10.900;3.0;12.8;1017.80;16.2;68.00;22.7;12.8;11.2
20000722;4.5;1.7;0.0;0;1.300;6.0;14.2;1014.60;14.8;83.00;19.3;11.1;8.7
20000723;8.2;2.8;0.0;0;11.200;4.7;16.2;1009.20;17.9;79.00;23.6;9.9;8.6
20000724;8.7;3.4;17.1;6;0.000;7.7;17.3;999.20;17.5;86.00;20.4;14.2;12.1
20000725;12.5;4.9;0.6;6;0.000;8.0;17.1;1000.20;16.1;92.00;19.3;15.5;15.6
20000726;6.9;2.2;0.0;6;0.000;7.7;15.6;1005.90;15.7;86.00;18.7;14.2;14.2
20000727;11.5;2.8;5.5;6;3.400;5.3;16.4;1009.00;17.8;79.00;21.2;13.8;11.7
20000728;11.4;2.8;6.0;6;2.500;5.7;15.6;1008.70;15.6;86.00;20.2;13.5;14.7
20000729;8.8;2.7;8.3;6;3.300;6.0;15.7;1011.10;16.4;82.00;22.3;12.2;10.1
20000730;7.4;2.7;0.0;6;1.800;6.0;15.8;1017.00;16.4;85.00;21.2;12.5;11.6
20000731;6.5;1.8;0.0;6;7.400;4.3;16.1;1018.50;17.9;79.00;24.7;13.9;11.5
20000801;9.5;3.6;0.0;0;11.200;2.7;16.4;1012.50;22.4;61.00;28.3;14.8;12.3
20000802;12.4;4.4;0.0;0;8.100;4.0;14.5;1011.40;19.1;65.00;22.9;16.6;14.2
20000803;9.7;3.4;0.4;6;5.000;5.0;13.4;1011.80;17.6;65.00;22.5;14.7;12.9
20000804;7.4;2.1;0.3;6;6.600;5.0;14.2;1016.00;17.9;70.00;23.6;12.6;10.3
20000805;7.7;2.2;0.0;0;10.000;2.7;15.4;1018.40;17.2;77.00;24.8;11.2;9.6
20000806;8.1;2.7;0.2;6;4.500;5.3;16.6;1017.10;19.4;75.00;24.6;11.4;10.1
20000807;8.5;2.5;0.4;6;4.400;6.0;16.4;1016.80;19.2;74.00;24.4;16.0;14.9
20000808;8.1;2.4;0.0;0;4.300;4.0;16.5;1015.00;18.4;77.00;24.2;16.2;15.7
20000809;5.1;1.3;0.0;6;10.100;2.3;16.2;1015.00;20.4;70.00;25.5;11.4;9.6
20000810;8.7;3.8;0.0;6;1.700;6.7;17.7;1011.10;19.6;76.00;23.1;16.9;15.3
20000811;7.6;2.2;0.0;0;6.200;4.7;16.0;1010.50;18.6;74.00;25.3;16.6;15.8
20000812;5.9;1.7;0.0;0;11.900;2.7;15.9;1010.20;19.8;71.00;27.3;13.3;11.8
20000813;5.5;1.9;0.0;0;12.500;0.0;16.1;1012.80;22.6;61.00;29.4;12.8;11.1
20000814;9.9;3.7;0.0;6;10.600;6.0;18.3;1013.40;24.4;59.00;29.5;17.1;13.9
20000815;7.5;3.1;1.2;6;1.100;4.7;18.6;1014.30;19.0;82.00;23.7;17.4;19.3
20000816;10.6;3.8;8.4;6;4.800;6.0;15.7;1010.80;19.3;69.00;24.8;14.6;12.5
20000817;10.1;3.4;0.1;6;6.500;3.7;17.0;1008.40;18.9;76.00;24.3;16.7;15.7
20000818;6.6;2.1;9.2;6;7.500;5.7;13.8;1009.10;19.9;60.00;24.7;13.6;11.2
20000819;7.7;3.0;1.2;6;3.900;6.3;18.7;1007.40;19.6;82.00;23.8;16.7;15.8
20000820;9.2;1.9;10.2;6;1.400;7.7;19.3;1006.90;19.4;85.00;22.4;17.0;16.2
20000821;13.0;2.3;0.1;6;3.000;5.3;14.1;1010.30;15.6;78.00;19.2;13.3;13.1
20000822;5.1;1.8;0.0;0;9.600;4.3;13.0;1015.90;15.8;73.00;22.6;12.5;10.4
20000823;7.6;3.0;0.0;0;11.900;1.0;13.3;1018.50;15.8;75.00;22.9;10.0;8.2
20000824;7.0;2.1;0.0;0;12.400;2.0;12.8;1017.90;17.0;67.00;25.5;9.9;7.6
20000825;6.2;2.1;0.0;0;7.300;2.3;14.4;1016.80;16.5;76.00;21.0;10.3;8.5
20000826;13.0;5.1;8.6;6;12.500;2.7;12.3;1007.00;22.0;49.00;26.9;11.4;9.5
20000827;9.1;2.0;33.4;6;0.100;7.7;17.3;1010.40;15.8;93.00;22.4;14.6;15.2
20000828;10.1;4.1;3.2;6;8.400;3.3;13.6;1014.80;16.2;74.00;21.4;12.0;10.7
20000829;8.0;2.5;0.0;0;6.800;3.3;13.5;1015.10;15.8;75.00;21.3;13.3;11.9
20000830;6.1;1.9;0.0;0;9.900;2.3;12.8;1012.40;14.6;77.00;22.0;9.5;8.1
20000831;6.4;2.1;0.0;0;10.600;1.7;13.3;1006.30;15.5;76.00;22.2;9.4;6.6
20000901;20.0;4.2;8.3;6;1.300;6.7;14.5;999.70;15.0;84.00;19.2;11.3;9.5
20000902;12.7;4.6;21.2;6;0.200;7.0;14.9;999.40;14.4;89.00;16.7;13.1;12.3
20000903;11.0;4.2;1.6;6;0.900;7.0;12.3;1008.60;14.1;77.00;17.7;12.3;12.0
20000904;10.0;2.9;2.7;6;2.500;5.3;12.8;1015.90;14.2;79.00;18.7;11.7;10.2
20000905;7.7;2.9;0.5;6;2.200;7.3;12.3;1017.20;15.4;73.00;18.2;10.8;9.1
20000906;11.7;5.1;6.8;6;0.000;7.0;14.4;1005.60;14.4;89.00;16.2;12.6;11.5
20000907;11.0;5.2;0.1;6;1.800;7.0;12.5;1010.50;15.3;71.00;19.7;12.5;10.3
20000908;11.7;4.6;0.6;6;3.300;7.3;16.8;1015.70;18.5;80.00;22.3;13.4;13.0
20000909;7.1;2.8;0.1;6;2.600;7.3;18.5;1019.20;19.0;84.00;23.2;16.9;16.6
20000910;4.5;1.5;0.0;0;3.600;4.3;17.3;1017.90;18.5;80.00;24.4;15.8;14.5
20000911;6.3;1.8;0.0;0;11.300;2.0;17.0;1012.10;19.3;78.00;26.0;12.2;10.8
20000912;10.2;4.3;0.0;6;4.200;6.7;18.6;1006.00;21.1;73.00;27.5;17.8;15.2
20000913;7.6;2.8;0.4;6;1.200;6.7;16.1;1008.70;16.6;84.00;19.8;13.9;12.0
20000914;5.4;2.1;0.0;0;0.800;6.3;15.0;1010.10;17.6;75.00;21.0;14.2;12.8
20000915;11.3;4.5;8.2;6;2.900;6.7;16.8;1005.40;19.4;76.00;23.4;15.1;13.3
20000916;20.0;5.3;7.1;6;0.100;6.0;13.4;1000.10;13.5;85.00;20.2;12.5;12.0
20000917;6.6;2.2;2.5;6;0.400;7.3;14.9;1005.30;14.6;90.00;17.6;12.0;9.8
20000918;9.2;3.6;0.0;0;6.300;4.3;14.7;1002.90;15.6;82.00;19.8;12.2;10.5
20000919;12.5;5.1;0.0;6;10.700;2.7;13.3;998.70;17.1;67.00;22.6;13.0;11.6
20000920;8.5;2.9;23.5;6;0.000;8.0;14.8;1002.40;14.5;89.00;16.7;14.2;13.4
20000921;5.8;2.5;2.0;6;0.600;6.7;12.9;1012.40;11.4;93.00;14.3;10.2;12.0
20000922;7.4;3.2;0.0;0;8.400;2.3;13.7;1018.60;14.9;80.00;20.4;9.5;7.0
20000923;10.0;4.2;0.0;0;11.000;2.3;12.3;1018.70;13.8;75.00;19.3;11.6;11.0
20000924;11.7;4.6;3.5;6;11.000;2.7;11.8;1013.60;15.5;71.00;20.9;7.3;4.6
20000925;7.5;2.2;0.1;6;8.200;4.3;13.5;1017.20;16.0;76.00;20.0;13.1;12.4
20000926;9.1;4.6;0.0;0;4.400;4.0;15.0;1013.80;18.2;72.00;22.8;14.2;13.1
20000927;9.1;3.9;1.3;6;1.500;4.7;15.4;1010.70;17.0;78.00;19.6;15.5;14.7
20000928;11.6;5.6;0.2;6;0.500;6.7;16.1;1001.80;18.0;79.00;19.7;14.3;13.4
20000929;10.4;3.6;0.0;0;7.500;2.7;14.3;998.40;18.2;67.00;25.5;15.6;15.1
20000930;5.6;2.3;5.1;6;1.600;7.3;15.2;1001.50;15.7;84.00;19.0;12.5;10.3
20001001;8.1;3.3;16.3;6;0.000;7.0;14.3;1000.90;12.8;94.00;14.9;11.7;13.5
20001002;9.6;4.1;0.3;6;4.300;2.7;12.7;1003.70;12.2;87.00;17.1;11.0;8.8
20001003;6.7;3.4;0.0;0;4.900;4.7;12.3;1017.10;13.4;79.00;17.4;10.6;8.8
20001004;8.4;3.6;0.1;6;1.100;7.0;12.9;1016.20;13.2;86.00;15.8;10.1;8.8
20001005;13.4;3.2;0.9;6;0.000;7.7;12.9;1012.40;12.6;84.00;16.2;10.6;12.5
20001006;9.5;3.5;1.4;6;3.000;6.0;9.4;1017.70;8.8;81.00;13.8;7.1;6.0
20001007;7.0;2.6;0.0;0;8.500;1.3;8.6;1018.90;7.6;81.00;13.3;4.6;2.7
20001008;11.6;5.9;4.4;6;0.200;7.7;10.0;1010.30;9.7;83.00;10.8;5.7;3.2
20001009;11.4;3.7;5.7;6;5.500;5.3;9.6;1002.40;10.3;77.00;14.2;7.9;6.5
20001010;19.2;8.9;6.9;6;1.400;5.3;9.5;984.50;9.6;78.00;12.1;8.3;8.1
20001011;20.5;8.2;0.1;6;2.300;3.3;9.3;978.50;10.9;71.00;15.2;7.7;6.6
20001012;14.5;6.3;0.0;6;6.400;5.0;10.4;993.90;13.0;69.00;15.5;9.6;8.0
20001013;9.8;3.9;0.0;0;2.500;4.0;10.8;1006.50;11.5;78.00;15.4;9.7;10.3
20001014;5.3;1.9;0.0;0;7.800;4.0;11.0;1011.60;11.0;84.00;17.1;4.3;2.0
20001015;7.7;2.5;0.0;6;0.000;8.0;13.0;1003.80;12.7;90.00;14.2;8.5;6.0
20001016;20.2;6.8;1.2;6;3.800;6.3;12.6;1003.10;13.8;78.00;17.4;12.0;9.8
20001017;9.6;3.8;0.0;6;3.800;4.3;10.0;1018.50;10.2;79.00;14.5;8.5;9.0
20001018;10.8;5.2;5.1;6;0.900;7.0;9.6;1017.60;10.8;76.00;12.9;6.0;3.4
20001019;12.6;4.4;1.1;6;1.500;6.7;12.3;1014.20;10.4;93.00;15.6;8.5;9.5
20001020;13.9;4.6;0.0;0;4.500;4.0;11.8;1014.30;12.6;83.00;15.9;5.0;3.1
20001021;11.2;5.8;0.0;0;1.700;5.7;13.1;1017.20;14.4;78.00;17.9;12.1;11.0
20001022;8.8;4.8;0.0;0;9.100;0.7;12.8;1021.50;15.4;73.00;20.6;11.1;8.0
20001023;11.7;6.1;4.3;6;6.900;5.3;13.3;1015.20;14.4;81.00;18.5;11.5;10.4
20001024;11.2;5.7;0.1;6;0.000;6.7;11.2;1013.80;12.0;79.00;14.8;10.3;8.1
20001025;16.1;7.3;4.8;6;0.000;7.7;11.8;1004.40;12.4;82.00;14.2;11.0;10.1
20001026;13.4;5.1;3.6;6;3.700;5.7;9.9;1008.30;9.6;81.00;13.1;8.5;7.9
20001027;11.3;5.3;16.6;6;0.000;7.7;11.2;1011.60;10.7;88.00;11.7;8.2;7.4
20001028;11.3;5.4;1.1;6;0.000;6.7;12.4;1007.30;12.2;86.00;14.5;10.7;10.4
20001029;21.7;8.4;0.2;6;5.200;4.7;8.5;1004.20;10.8;66.00;13.4;8.6;7.4
20001030;23.9;10.9;3.7;6;0.000;7.3;9.4;987.50;10.7;69.00;14.0;8.1;9.4
20001031;18.0;7.3;0.0;6;0.300;6.3;8.9;991.90;9.6;73.00;11.5;8.0;6.8
20001101;15.9;6.6;6.2;6;0.200;4.7;8.4;995.60;8.1;76.00;11.9;6.2;6.2
20001102;15.0;6.6;5.1;6;4.100;4.7;9.1;993.10;8.5;81.00;13.1;4.5;3.1
20001103;11.8;5.5;0.0;6;1.000;5.0;9.0;994.10;8.9;76.00;11.4;6.5;5.1
20001104;9.6;4.7;0.0;0;2.400;3.0;8.1;1004.40;6.8;81.00;10.2;4.5;2.5
20001105;14.6;5.8;0.4;6;6.500;5.0;7.5;1002.40;8.3;69.00;10.9;5.3;3.3
20001106;17.9;7.5;0.8;6;0.500;5.3;8.5;978.10;9.6;71.00;11.4;7.9;6.0
20001107;15.0;7.1;5.3;6;1.500;6.7;8.9;976.90;9.6;75.00;11.2;8.0;5.9
20001108;0;6.8;1.3;6;0.000;7.3;8.8;986.60;8.9;77.00;10.5;7.8;7.1
20001109;13.9;6.9;0.0;6;0.000;5.7;8.5;1000.60;8.7;74.00;10.0;7.8;7.0
20001110;11.3;6.1;0.0;0;3.500;4.7;7.5;1011.90;6.8;75.00;9.5;5.6;4.2
20001111;13.0;6.7;0.0;6;1.600;6.7;7.8;1012.40;8.2;72.00;10.9;5.0;3.5
20001112;13.5;6.5;8.0;6;0.300;7.3;9.1;997.90;10.3;73.00;11.9;6.6;5.3
20001113;9.2;3.5;1.1;6;0.000;7.3;9.5;995.90;9.0;82.00;11.4;7.9;7.3
20001114;6.6;3.2;0.5;6;0.400;7.3;8.9;1002.20;7.4;84.00;9.3;5.0;4.5
20001115;11.7;5.1;0.4;6;2.400;5.0;7.9;1006.90;7.6;75.00;10.4;5.5;4.0
20001116;14.6;6.5;1.0;6;3.200;6.0;7.9;1004.50;7.9;75.00;10.7;4.8;3.3
20001117;9.1;4.1;3.5;6;3.700;3.7;7.3;1006.70;5.2;82.00;8.4;1.8;-1.1
20001118;12.5;6.7;0.3;6;3.000;3.7;7.7;1005.90;6.6;79.00;8.6;3.9;2.9
20001119;14.1;6.8;3.1;6;0.000;7.7;8.9;993.50;8.1;83.00;8.9;6.5;5.2
20001120;15.1;6.0;0.9;6;0.100;7.0;7.6;996.60;6.5;78.00;8.4;5.4;4.6
20001121;14.0;6.6;2.6;6;2.100;5.3;7.4;998.30;6.8;76.00;8.2;3.4;1.6
20001122;15.7;6.6;0.8;6;0.500;4.3;8.4;1000.50;8.0;76.00;11.5;5.9;5.4
20001123;14.6;6.3;5.8;6;0.000;7.3;10.1;996.10;10.7;79.00;12.1;5.2;3.7
20001124;10.7;4.8;0.0;0;1.600;3.7;8.2;1003.40;6.8;79.00;11.1;4.6;5.0
20001125;16.6;7.0;3.5;6;3.400;4.3;7.2;999.70;6.8;73.00;9.4;3.4;1.5
20001126;14.4;6.3;0.1;6;1.800;3.7;8.5;996.70;7.0;84.00;10.0;4.8;3.6
20001127;11.8;5.5;5.6;6;3.600;5.7;7.9;1010.30;7.2;79.00;9.7;3.8;3.3
20001128;12.3;5.6;0.0;6;0.000;6.3;11.9;1007.80;11.8;87.00;14.5;7.0;6.3
20001129;13.0;6.6;0.1;6;2.300;5.0;11.0;1004.70;12.2;77.00;13.8;10.9;9.4
20001130;10.8;3.5;0.0;0;2.700;3.7;10.9;1011.20;11.2;82.00;14.2;8.3;5.4
20001201;12.4;6.5;3.8;6;1.300;6.3;10.9;1007.00;11.5;79.00;13.9;10.5;9.3
20001202;9.1;4.5;0.6;6;1.700;5.7;11.3;1009.70;11.6;83.00;13.7;9.5;8.2
20001203;13.4;5.2;0.0;6;1.700;5.7;9.0;1012.30;8.6;77.00;12.0;5.3;9.2
20001204;12.8;6.1;1.3;6;2.600;5.3;8.3;1009.20;8.4;75.00;11.3;4.6;2.1
20001205;14.8;7.5;0.3;6;4.800;5.0;9.2;1008.60;10.8;71.00;12.9;7.7;5.8
20001206;11.7;6.5;5.0;6;0.000;7.0;10.4;1007.00;9.8;85.00;11.6;9.1;8.5
20001207;15.1;6.4;2.6;6;0.000;6.0;10.5;1001.10;10.6;82.00;12.1;8.1;6.9
20001208;14.2;7.3;0.0;6;1.900;3.7;10.1;999.00;12.6;67.00;14.8;10.3;9.2
20001209;13.6;6.5;0.5;6;1.000;6.3;9.2;1007.00;10.6;70.00;12.0;9.5;7.6
20001210;18.5;7.5;7.7;6;0.000;7.0;9.4;1006.00;10.2;75.00;12.2;8.1;6.7
20001211;13.8;6.6;5.3;6;3.400;6.0;10.4;1013.70;12.6;72.00;13.8;9.3;7.8
20001212;13.7;7.3;1.6;6;0.000;8.0;12.4;1010.20;13.0;82.00;14.1;12.2;11.3
20001213;22.1;11.5;0.1;6;2.800;4.0;9.0;1004.90;11.0;68.00;13.7;8.6;9.7
20001214;16.8;6.8;1.0;6;0.000;6.3;8.5;999.70;7.6;79.00;10.9;6.0;6.9
20001215;13.1;6.9;2.6;6;0.000;7.3;7.5;998.90;5.1;85.00;6.7;4.8;3.8
20001216;12.0;6.0;0.0;8;0.000;7.7;5.8;1005.80;3.4;74.00;5.0;2.6;1.5
20001217;6.0;2.8;0.0;6;2.400;6.7;6.2;1010.00;3.3;81.00;5.4;-1.4;-3.7
20001218;8.8;4.1;0.3;6;0.000;7.3;6.4;1013.00;3.7;81.00;4.5;1.1;-1.3
20001219;7.2;2.4;0.0;0;1.500;3.7;6.9;1016.80;3.4;84.00;6.5;1.1;3.5
20001220;12.0;4.8;0.0;0;4.900;1.7;4.5;1017.00;1.8;65.00;4.6;-1.2;-2.7
20001221;10.3;4.5;0.0;0;6.700;1.7;3.6;1017.90;0.5;56.00;4.5;-1.3;-3.9
20001222;13.9;5.6;0.0;0;7.100;1.0;3.4;1013.50;-0.8;59.00;2.5;-3.2;-6.8
